Arquivo,Algoritmo,Custo Mínimo,Tempo de Execução (s),Uso de Memória (bytes),Aproximação
kroD100.txt,twice,27112,0.03279876708984375,2074359,1.2732225039917349
d493.txt,twice,45087,0.8587956428527832,41148983,1.2881263927775555
rl5915.txt,twice,858743,159.73674702644348,6300941611,1.5184747051438474
pr136.txt,twice,151904,0.05959939956665039,3394615,1.5697102467655935
pr299.txt,twice,64572,0.3073885440826416,14955471,1.3399182419953932
ch130.txt,twice,8129,0.05425214767456055,3078775,1.330441898527005
pr76.txt,twice,145336,0.019738435745239258,1193415,1.3437254412485322
rd100.txt,twice,10790,0.03421139717102051,2057163,1.3640960809102403
pr144.txt,twice,80599,0.06735420227050781,3728375,1.3768898303637016
berlin52.txt,twice,10114,0.009111642837524414,634123,1.3410236011667993
u574.txt,twice,49655,1.1832430362701416,54180055,1.3454816420539222
fl417.txt,twice,16273,0.5903804302215576,30737475,1.3719753815024027
st70.txt,twice,879,0.015072345733642578,991935,1.3022222222222222
linhp318.txt,twice,59158,0.35541796684265137,16648311,1.430838069899625
vm1084.txt,twice,314330,4.763249635696411,194350611,1.3135559576593103
d657.txt,twice,65899,1.5819668769836426,69094067,1.3472971867844292
kroE100.txt,twice,29965,0.03541278839111328,2074887,1.3578484683704912
rat783.txt,twice,12065,2.047236919403076,104485995,1.370088575970929
u1060.txt,twice,306855,4.257381200790405,186748983,1.369313770114327
vm1748.txt,twice,443969,12.369161128997803,528661295,1.3191534246900962
pr439.txt,twice,146846,0.6925930976867676,33921363,1.3696148931605996
pr124.txt,twice,75175,0.05395150184631348,2916979,1.2735049974589192
pr264.txt,twice,70619,0.23932600021362305,12025203,1.4372443268545843
kroB200.txt,twice,40703,0.12836647033691406,7496523,1.382715629989469
eil76.txt,twice,672,0.01796746253967285,1113695,1.2490706319702602
fl1400.txt,twice,28632,7.752873420715332,356137891,1.422566701445819
kroB150.txt,twice,36150,0.07207560539245605,3990511,1.3834672789896671
kroB100.txt,twice,25885,0.03317070007324219,2074919,1.1690980533851225
u159.txt,twice,58296,0.0812985897064209,4408723,1.385361216730038
lin318.txt,twice,59158,0.366898775100708,16648311,1.4075519284303695
rl1304.txt,twice,351421,7.035938024520874,271052439,1.38930135838196
kroA100.txt,twice,27210,0.03265190124511719,2074835,1.2785452495066254
pr152.txt,twice,92018,0.07744455337524414,4085015,1.2488531798811107
rl5934.txt,twice,846226,177.34958124160767,6335782167,1.5218660360222644
gil262.txt,twice,3252,0.20246005058288574,10928667,1.3675357443229605
d2103.txt,twice,140521,17.360105752944946,731468343,1.7466873834679926
pr107.txt,twice,54237,0.03876376152038574,2305131,1.2242286075435072
rd400.txt,twice,20496,0.5537514686584473,28552103,1.3412734768666972
lin105.txt,twice,20176,0.036744117736816406,2230975,1.4031573822936227
ch150.txt,twice,8413,0.07054400444030762,3902783,1.2887561274509804
pcb3038.txt,twice,198744,37.19614219665527,1650122963,1.4433744389733758
u1432.txt,twice,222322,8.02722978591919,374197947,1.4533699418186572
fl1577.txt,twice,31112,10.414281368255615,438666971,1.398354982246393
rl1323.txt,twice,384140,7.407578229904175,278273023,1.4216929004178402
rat575.txt,twice,9497,1.0452628135681152,51213387,1.402185146906836
eil51.txt,twice,581,0.007817268371582031,597575,1.363849765258216
ts225.txt,twice,196987,0.16559958457946777,9154135,1.555451150083305
pcb442.txt,twice,69623,0.7197661399841309,34286719,1.3711252904801292
kroA150.txt,twice,35119,0.07343554496765137,3991211,1.3240461468858393
rat99.txt,twice,1679,0.028847455978393555,1910407,1.3864574731626755
rat195.txt,twice,3395,0.10994410514831543,6684287,1.4614722341799398
a280.txt,twice,3800,0.22387957572937012,12267531,1.4734393175649476
pcb1173.txt,twice,80554,5.1648781299591064,223214235,1.415910848625466
pr226.txt,twice,115268,0.16908717155456543,9211571,1.434234592940064
pr1002.txt,twice,351353,3.8822813034057617,169017403,1.3563396321102512
rl1889.txt,twice,449621,14.810119867324829,605910671,1.420441908661258
nrw1379.txt,twice,79403,7.217547416687012,349624083,1.4019386277764045
kroA200.txt,twice,40028,0.12780094146728516,7496551,1.3629801144102425
d1291.txt,twice,78102,6.4617486000061035,265448831,1.5374106808921084
d1655.txt,twice,84539,10.556066989898682,479183127,1.3607230234354881
bier127.txt,twice,157595,0.05377936363220215,3033615,1.3323667168292723
eil101.txt,twice,864,0.030272245407104492,1968703,1.3736089030206677
u2319.txt,twice,405728,22.10198712348938,872894663,1.7319855201147463
pr2392.txt,twice,526125,23.06082510948181,923518963,1.39174725949126
kroC100.txt,twice,27968,0.03533005714416504,2074775,1.3479203817051424
u724.txt,twice,57709,1.9492394924163818,95764267,1.3769744691004533
tsp225.txt,twice,5211,0.1483321189880371,8595815,1.3306945863125639
u1817.txt,twice,89971,14.87903118133545,563987969,1.5728920823062533
fl3795.txt,twice,40463,64.48184871673584,2419842507,1.4063325455303768
d198.txt,twice,19129,0.12990069389343262,7282427,1.212230671736375
fnl4461.txt,twice,256063,87.30678415298462,3246581119,1.4025776979284204
p654.txt,twice,49668,1.6011126041412354,68149431,1.4337095517131888
u2152.txt,twice,100564,18.078577280044556,761149323,1.565125363796243
