Arquivo,Algoritmo,Custo Mínimo,Tempo de Execução (s),Uso de Memória (bytes),Aproximação
rat99.txt,twice,1679,0.028847455978393555,1910407,1.3864574731626755
rat195.txt,twice,3395,0.10994410514831543,6684287,1.4614722341799398
a280.txt,twice,3800,0.22387957572937012,12267531,1.4734393175649476
pcb1173.txt,twice,80554,5.1648781299591064,223214235,1.415910848625466
pr226.txt,twice,115268,0.16908717155456543,9211571,1.434234592940064
pr1002.txt,twice,351353,3.8822813034057617,169017403,1.3563396321102512
rl1889.txt,twice,449621,14.810119867324829,605910671,1.420441908661258
nrw1379.txt,twice,79403,7.217547416687012,349624083,1.4019386277764045
kroA200.txt,twice,40028,0.12780094146728516,7496551,1.3629801144102425
d1291.txt,twice,78102,6.4617486000061035,265448831,1.5374106808921084
d1655.txt,twice,84539,10.556066989898682,479183127,1.3607230234354881
bier127.txt,twice,157595,0.05377936363220215,3033615,1.3323667168292723
eil101.txt,twice,864,0.030272245407104492,1968703,1.3736089030206677
u2319.txt,twice,405728,22.10198712348938,872894663,1.7319855201147463
pr2392.txt,twice,526125,23.06082510948181,923518963,1.39174725949126
kroC100.txt,twice,27968,0.03533005714416504,2074775,1.3479203817051424
u724.txt,twice,57709,1.9492394924163818,95764267,1.3769744691004533
tsp225.txt,twice,5211,0.1483321189880371,8595815,1.3306945863125639
u1817.txt,twice,89971,14.87903118133545,563987969,1.5728920823062533
fl3795.txt,twice,40463,64.48184871673584,2419842507,1.4063325455303768
d198.txt,twice,19129,0.12990069389343262,7282427,1.212230671736375
fnl4461.txt,twice,256063,87.30678415298462,3246581119,1.4025776979284204
p654.txt,twice,49668,1.6011126041412354,68149431,1.4337095517131888
u2152.txt,twice,100564,18.078577280044556,761149323,1.565125363796243
kroD100.txt,christofides,23583,0.12326216697692871,2552851,1.1074950690335306
d493.txt,christofides,38697,7.599169015884399,51271585,1.1055653962630707
rl5915.txt,christofides,618358,598.3826570510864,6450981953,1.0934132583594152
pr136.txt,christofides,103771,0.10092854499816895,3846379,1.0723246393584922
pr299.txt,christofides,52969,1.5472898483276367,17988583,1.0991471436575295
ch130.txt,christofides,6773,0.18218636512756348,3744381,1.1085106382978724
pr76.txt,christofides,116684,0.051104068756103516,1328735,1.0788191458870737
rd100.txt,christofides,8906,0.18370819091796875,2729831,1.1259165613147915
pr144.txt,christofides,70404,0.10787296295166016,3968247,1.2027264806874285
berlin52.txt,christofides,8591,0.031028032302856445,854155,1.1390877751259614
u574.txt,christofides,41424,9.988929748535156,64657965,1.1224495325836608
fl417.txt,christofides,13175,2.0949161052703857,35186901,1.1107832391872523
st70.txt,christofides,770,0.04879593849182129,1287847,1.1407407407407408
linhp318.txt,christofides,47246,1.9027292728424072,20456483,1.1427258435119119
vm1084.txt,christofides,260770,32.43735718727112,219307333,1.0897336782324893
d657.txt,christofides,55007,14.43848705291748,82442541,1.124611547268564
kroE100.txt,christofides,23783,0.15665006637573242,2701849,1.0777143375022658
rat783.txt,christofides,10052,22.136239528656006,128518014,1.1414944356120826
u1060.txt,christofides,249451,49.54187631607056,223860541,1.113153408837363
vm1748.txt,christofides,376204,119.84289503097534,582113517,1.1178050606734096
pr439.txt,christofides,119525,2.6880462169647217,37784507,1.1147952283686355
pr124.txt,christofides,64438,0.10033774375915527,3317961,1.0916144333389801
pr264.txt,christofides,54662,0.5860071182250977,12509564,1.1124860079373156
kroB200.txt,christofides,33119,0.6946814060211182,9295985,1.1250806807758942
eil76.txt,christofides,608,0.061659812927246094,1500455,1.1301115241635689
fl1400.txt,christofides,22980,141.918452501297,455060641,1.1417498882098673
kroB150.txt,christofides,30053,0.43131351470947266,5153521,1.1501339456563338
kroB100.txt,christofides,24012,0.10030364990234375,2493791,1.0845038616142
u159.txt,christofides,47586,0.2846550941467285,5465421,1.1308460076045628
lin318.txt,christofides,47246,1.9656717777252197,20457291,1.1241285778866972
rl1304.txt,christofides,277037,20.092151641845703,284408281,1.0952330123187375
kroA100.txt,christofides,23293,0.13352370262145996,2644733,1.0944929987783103
pr152.txt,christofides,79311,0.11073493957519531,4338071,1.0763958633044706
rl5934.txt,christofides,609283,711.2268145084381,6514954741,1.0957440494923971
gil262.txt,christofides,2724,1.0354483127593994,13747131,1.1455004205214465
d2103.txt,christofides,84206,24.552878856658936,740376767,1.0466873834679926
pr107.txt,christofides,47891,2.2039458751678467,3934745452,1.0809877434936686
rd400.txt,christofides,17501,4.417379379272461,29117211,1.145278450363196
lin105.txt,christofides,16320,0.12885808944702148,2714967,1.1349885249321927
ch150.txt,christofides,7135,0.21146011352539062,4642463,1.092984068627451
pcb3038.txt,christofides,154623,683.9899978637695,1869074677,1.1229465336180227
u1432.txt,christofides,171615,68.08315849304199,428265317,1.1218866444400863
fl1577.txt,christofides,24606,44.16257166862488,473129837,1.105937345498674
rl1323.txt,christofides,298272,19.36861228942871,292109453,1.1038974977701619
rat575.txt,christofides,7811,8.761522769927979,63552401,1.153255573601063
eil51.txt,christofides,462,0.022922515869140625,829349,1.0845070422535212
ts225.txt,christofides,133282,0.22622346878051758,9901375,1.0524229527095852
pcb442.txt,christofides,54868,4.4151856899261475,41697310,1.0805466934499193
kroA150.txt,christofides,29688,0.42403221130371094,5126251,1.1192881918262705
rat99.txt,christofides,1393,0.10729598999023438,2466645,1.1502890173410405
rat195.txt,christofides,2630,0.4560527801513672,8055129,1.1321566939302625
a280.txt,christofides,2914,0.9473824501037598,14930437,1.129895308259015
pcb1173.txt,christofides,63767,45.4188814163208,257487298,1.1208430007733952
pr226.txt,christofides,92415,0.5434970855712891,11176309,1.1498836616108201
pr1002.txt,christofides,286203,50.903345823287964,206595201,1.104838927599452
rl1889.txt,christofides,344497,62.1994571685791,637040582,1.0883343442767963
nrw1379.txt,christofides,63685,132.36035752296448,416542901,1.1244217663053073
kroA200.txt,christofides,33232,0.7911415100097656,9414101,1.1315717788068647
d1291.txt,christofides,57655,18.463897466659546,280242977,1.134918603964489
d1655.txt,christofides,69721,82.50373649597168,529041850,1.1222154262168427
bier127.txt,christofides,132448,0.3108973503112793,4160206,1.119764630290323
eil101.txt,christofides,707,0.12534141540527344,2710277,1.124006359300477
u2319.txt,christofides,272110,525.609171628952,1161547754,1.1615924458711837
pr2392.txt,christofides,425940,468.6311411857605,1100470793,1.1267300122740933
kroC100.txt,christofides,23470,0.11942744255065918,2549735,1.1311388500650634
u724.txt,christofides,47601,16.818445682525635,112538405,1.1357909806728705
tsp225.txt,christofides,4397,0.540823221206665,9086031,1.122829417773238
u1817.txt,christofides,66103,92.33486580848694,614412018,1.1556266498837433
fl3795.txt,christofides,31850,1166.4477589130402,2855031681,1.1069790073682748
d198.txt,christofides,17347,0.5669877529144287,8856157,1.0993029150823828
p654.txt,christofides,39292,2.858280658721924,72103697,1.1341973847530527
u2152.txt,christofides,72422,115.28410696983337,832423461,1.1271380324654101
